,unix,date,symbol,open,high,low,close,Volume BTC,Volume USD
1935,1478908800,2016-11-12,BTC/USD,716.39,716.39,701.0,703.0,1940916.08,2744.07
1934,1478995200,2016-11-13,BTC/USD,701.17,702.89,683.23,701.51,4171893.49,6019.9
1933,1479081600,2016-11-14,BTC/USD,700.38,705.89,697.14,704.7,5098505.82,7277.37
1932,1479168000,2016-11-15,BTC/USD,704.98,716.54,703.05,710.82,4005033.08,5632.96
1931,1479254400,2016-11-16,BTC/USD,711.07,742.87,708.44,737.99,8263859.53,11341.32
1930,1479340800,2016-11-17,BTC/USD,739.71,749.98,732.22,737.0,4943483.12,6643.37
1929,1479427200,2016-11-18,BTC/USD,736.0,752.95,731.31,745.99,3166648.02,4252.57
1928,1479513600,2016-11-19,BTC/USD,748.98,755.07,742.63,749.57,1466174.56,1959.94
1927,1479600000,2016-11-20,BTC/USD,750.09,753.82,714.0,727.09,4041204.67,5518.93
1926,1479686400,2016-11-21,BTC/USD,727.09,739.2,727.03,736.97,2942854.28,4009.26
1925,1479772800,2016-11-22,BTC/USD,736.92,750.0,730.27,746.61,3685436.12,4968.31
1924,1479859200,2016-11-23,BTC/USD,749.13,749.98,729.92,740.17,3264940.91,4417.64
1923,1479945600,2016-11-24,BTC/USD,740.18,741.15,729.0,735.7,2937407.2,3998.96
1922,1480032000,2016-11-25,BTC/USD,735.63,737.03,728.0,737.03,2438631.37,3328.41
1921,1480118400,2016-11-26,BTC/USD,736.96,737.56,722.3,729.87,1654649.42,2272.64
1920,1480204800,2016-11-27,BTC/USD,729.91,732.0,722.44,726.12,2499926.68,3436.36
1919,1480291200,2016-11-28,BTC/USD,727.32,732.44,724.1,730.98,3454018.44,4736.73
1918,1480377600,2016-11-29,BTC/USD,730.99,733.29,721.0,730.99,3788691.62,5193.25
1917,1480464000,2016-11-30,BTC/USD,730.72,744.49,727.0,742.06,4577304.37,6208.19
1916,1480550400,2016-12-01,BTC/USD,742.06,754.98,740.18,751.6,4569793.09,6097.42
1915,1480636800,2016-12-02,BTC/USD,751.55,778.07,750.77,769.99,6181050.26,8062.0
1914,1480723200,2016-12-03,BTC/USD,770.91,770.99,752.41,762.79,2107293.54,2763.36
1913,1480809600,2016-12-04,BTC/USD,762.97,762.97,752.41,761.99,2385412.41,3143.49
1912,1480896000,2016-12-05,BTC/USD,762.0,762.09,743.0,750.0,4155543.78,5540.78
1911,1480982400,2016-12-06,BTC/USD,749.51,759.9,747.99,758.91,5062327.13,6703.0
1910,1481068800,2016-12-07,BTC/USD,758.97,769.61,751.78,766.85,3616332.71,4745.99
1909,1481155200,2016-12-08,BTC/USD,764.05,772.01,762.29,767.96,3438246.11,4475.48
1908,1481241600,2016-12-09,BTC/USD,766.84,773.99,766.29,769.49,2200017.6,2855.94
1907,1481328000,2016-12-10,BTC/USD,769.57,774.12,768.11,772.35,1698016.64,2197.94
1906,1481414400,2016-12-11,BTC/USD,772.28,772.28,764.01,768.19,1058389.27,1378.71
1905,1481500800,2016-12-12,BTC/USD,768.97,779.0,768.96,777.93,2163450.23,2790.93
1904,1481587200,2016-12-13,BTC/USD,777.0,793.27,765.1,778.71,3767383.2,4840.32
1903,1481673600,2016-12-14,BTC/USD,775.35,781.0,770.74,776.29,1793918.87,2309.6
1902,1481760000,2016-12-15,BTC/USD,777.03,779.08,771.0,774.79,2290042.69,2948.47
1901,1481846400,2016-12-16,BTC/USD,776.3,782.46,771.24,780.35,2561600.07,3290.32
1900,1481932800,2016-12-17,BTC/USD,781.32,790.88,780.36,788.4,1876973.65,2387.99
1899,1482019200,2016-12-18,BTC/USD,788.3,790.99,780.0,788.68,1981286.28,2516.86
1898,1482105600,2016-12-19,BTC/USD,788.34,794.39,787.01,790.65,3069394.12,3878.35
1897,1482192000,2016-12-20,BTC/USD,791.03,803.0,787.1,801.02,3156234.61,3979.47
1896,1482278400,2016-12-21,BTC/USD,798.65,830.01,796.82,828.1,7502025.03,9191.56
1895,1482364800,2016-12-22,BTC/USD,832.02,875.0,827.29,858.94,10296745.43,12029.93
1894,1482451200,2016-12-23,BTC/USD,858.94,920.0,858.93,916.0,14525838.63,16185.92
1893,1482537600,2016-12-24,BTC/USD,914.48,918.5,878.89,892.63,5390303.22,5987.56
1892,1482624000,2016-12-25,BTC/USD,892.61,894.97,859.0,891.67,3478222.78,3974.2
1891,1482710400,2016-12-26,BTC/USD,890.65,905.18,888.0,899.1,3111630.61,3461.33
1890,1482796800,2016-12-27,BTC/USD,897.82,936.42,891.0,929.92,6613609.53,7170.3
1889,1482883200,2016-12-28,BTC/USD,930.34,975.97,929.49,975.97,11488843.01,12023.35
1888,1482969600,2016-12-29,BTC/USD,976.46,980.74,950.0,968.99,7528704.36,7785.7
1887,1483056000,2016-12-30,BTC/USD,969.99,970.0,931.0,959.03,10164057.18,10687.6
1886,1483142400,2016-12-31,BTC/USD,959.54,966.37,944.11,964.32,3850228.19,4029.84
1885,1483228800,2017-01-01,BTC/USD,966.34,1005.0,960.53,998.8,6579903.85,6665.42
1884,1483315200,2017-01-02,BTC/USD,997.75,1032.0,990.01,1014.1,8190254.59,8085.06
1883,1483401600,2017-01-03,BTC/USD,1011.44,1039.0,999.99,1036.99,8955192.92,8779.72
1882,1483488000,2017-01-04,BTC/USD,1035.51,1139.89,1028.56,1122.56,23257162.08,21371.6
1881,1483574400,2017-01-05,BTC/USD,1114.38,1136.72,885.41,994.02,35036904.22,34736.36
1880,1483660800,2017-01-06,BTC/USD,1004.73,1026.99,871.0,891.56,25238781.34,27597.93
1879,1483747200,2017-01-07,BTC/USD,894.02,906.0,812.28,897.14,17026388.21,19697.24
1878,1483833600,2017-01-08,BTC/USD,906.2,941.81,881.3,906.17,8088448.27,8849.68
1877,1483920000,2017-01-09,BTC/USD,909.8,912.87,875.0,899.99,7733150.91,8663.98
1876,1484006400,2017-01-10,BTC/USD,896.09,912.47,889.41,907.96,7157833.4,7931.46
1875,1484092800,2017-01-11,BTC/USD,905.05,918.4,755.0,788.81,29111252.67,35446.63
1874,1484179200,2017-01-12,BTC/USD,778.7,832.99,751.34,816.0,13545426.73,17298.71
1873,1484265600,2017-01-13,BTC/USD,807.51,831.4,775.0,826.9,9133431.3,11298.84
1872,1484352000,2017-01-14,BTC/USD,825.98,837.76,810.0,819.66,5442676.2,6581.1
1871,1484438400,2017-01-15,BTC/USD,819.52,823.45,808.0,822.47,3432426.03,4203.56
1870,1484524800,2017-01-16,BTC/USD,821.86,835.0,818.09,829.62,5082219.0,6136.18
1869,1484611200,2017-01-17,BTC/USD,831.76,908.5,827.0,906.08,10693223.8,12173.38
1868,1484697600,2017-01-18,BTC/USD,905.95,915.99,851.74,876.74,9689310.45,11022.4
1867,1484784000,2017-01-19,BTC/USD,887.69,910.0,878.89,900.46,9904314.22,11066.52
1866,1484870400,2017-01-20,BTC/USD,902.23,902.43,880.0,895.62,5904057.73,6605.45
1865,1484956800,2017-01-21,BTC/USD,895.81,928.0,895.0,921.1,5329454.56,5817.93
1864,1485043200,2017-01-22,BTC/USD,921.98,937.74,886.76,919.39,6476841.64,7066.33
1863,1485129600,2017-01-23,BTC/USD,923.75,927.57,913.21,921.39,3073522.47,3339.46
1862,1485216000,2017-01-24,BTC/USD,913.15,923.0,886.27,893.0,7978981.16,8821.87
1861,1485302400,2017-01-25,BTC/USD,885.47,904.01,884.5,892.95,4724511.12,5289.95
1860,1485388800,2017-01-26,BTC/USD,893.25,919.49,892.86,916.34,4635817.25,5107.77
1859,1485475200,2017-01-27,BTC/USD,914.95,924.88,908.01,917.84,4422003.07,4817.73
1858,1485561600,2017-01-28,BTC/USD,918.02,920.99,913.08,917.75,1050315.48,1144.75
1857,1485648000,2017-01-29,BTC/USD,918.6,919.99,910.45,913.1,1210874.32,1322.86
1856,1485734400,2017-01-30,BTC/USD,913.12,923.0,910.0,921.08,2750934.15,2997.2
1855,1485820800,2017-01-31,BTC/USD,919.99,970.0,917.5,965.01,8839243.99,9315.91
1854,1485907200,2017-02-01,BTC/USD,963.99,986.96,962.0,983.36,6669709.8,6874.21
1853,1485993600,2017-02-02,BTC/USD,983.79,1011.65,973.12,1008.18,8158190.25,8205.72
1852,1486080000,2017-02-03,BTC/USD,1009.15,1022.64,987.01,1012.64,10899361.44,10799.51
1851,1486166400,2017-02-04,BTC/USD,1015.06,1044.23,1004.0,1034.44,5857358.53,5725.94
1850,1486252800,2017-02-05,BTC/USD,1033.72,1034.6,1004.7,1014.57,4387548.42,4318.54
1849,1486339200,2017-02-06,BTC/USD,1010.03,1031.94,1005.1,1023.7,5176624.63,5069.03
1848,1486425600,2017-02-07,BTC/USD,1024.0,1056.25,1021.3,1054.12,5509558.04,5280.65
1847,1486512000,2017-02-08,BTC/USD,1052.48,1070.0,1025.0,1056.99,10005034.74,9568.8
1846,1486598400,2017-02-09,BTC/USD,1051.73,1074.69,913.73,981.96,24875574.97,24957.61
1845,1486684800,2017-02-10,BTC/USD,985.71,1010.68,950.0,997.57,10395040.24,10634.42
1844,1486771200,2017-02-11,BTC/USD,995.49,1020.0,987.62,1011.98,4462704.29,4426.59
1843,1486857600,2017-02-12,BTC/USD,1011.01,1011.97,991.98,1001.63,2668338.13,2662.09
1842,1486944000,2017-02-13,BTC/USD,1000.73,1007.89,975.1,1000.25,4515153.39,4540.29
1841,1487030400,2017-02-14,BTC/USD,1000.74,1019.0,987.97,1011.51,6580183.46,6536.91
1840,1487116800,2017-02-15,BTC/USD,1008.88,1013.8,1000.97,1011.53,3123812.22,3095.66
1839,1487203200,2017-02-16,BTC/USD,1011.53,1043.21,1010.75,1032.7,6170238.86,5996.1
1838,1487289600,2017-02-17,BTC/USD,1032.7,1064.99,1031.98,1055.46,6386285.16,6085.02
1837,1487376000,2017-02-18,BTC/USD,1055.46,1068.99,1046.14,1056.4,4741677.69,4471.03
1836,1487462400,2017-02-19,BTC/USD,1056.4,1061.9,1039.07,1051.8,2388775.41,2270.85
1835,1487548800,2017-02-20,BTC/USD,1051.8,1089.99,1044.39,1084.0,3902264.53,3664.0
1834,1487635200,2017-02-21,BTC/USD,1084.0,1126.86,1077.0,1124.62,9273043.86,8394.92
1833,1487721600,2017-02-22,BTC/USD,1124.62,1143.0,1098.16,1130.01,13145511.0,11672.0
1832,1487808000,2017-02-23,BTC/USD,1130.01,1193.92,1120.73,1188.11,13556658.98,11752.03
1831,1487894400,2017-02-24,BTC/USD,1188.11,1220.0,1091.1,1180.14,23022719.16,19597.57
1830,1487980800,2017-02-25,BTC/USD,1180.14,1184.73,1127.0,1152.2,7226356.76,6238.36
1829,1488067200,2017-02-26,BTC/USD,1152.2,1184.97,1133.0,1179.05,4127618.08,3536.49
1828,1488153600,2017-02-27,BTC/USD,1179.05,1197.99,1169.0,1194.64,5508029.79,4638.0
1827,1488240000,2017-02-28,BTC/USD,1194.64,1209.99,1176.27,1191.21,9013416.33,7559.42
1826,1488326400,2017-03-01,BTC/USD,1191.21,1231.0,1188.3,1226.39,7276042.54,6012.98
1825,1488412800,2017-03-02,BTC/USD,1226.39,1283.25,1215.0,1257.6,9678454.84,7761.85
1824,1488499200,2017-03-03,BTC/USD,1257.6,1298.0,1255.0,1285.33,9615648.42,7545.48
1823,1488585600,2017-03-04,BTC/USD,1285.33,1289.55,1230.0,1260.0,6237313.77,4951.0
1822,1488672000,2017-03-05,BTC/USD,1260.0,1275.0,1240.0,1273.0,3809526.44,3026.02
1821,1488758400,2017-03-06,BTC/USD,1273.0,1285.0,1251.0,1278.49,5420539.75,4249.47
1820,1488844800,2017-03-07,BTC/USD,1278.49,1281.62,1175.97,1233.05,17887749.61,14450.04
1819,1488931200,2017-03-08,BTC/USD,1233.05,1245.49,1145.5,1150.05,15896181.2,13391.55
1818,1489017600,2017-03-09,BTC/USD,1150.05,1208.0,1135.01,1190.89,9018801.31,7653.86
1817,1489104000,2017-03-10,BTC/USD,1190.89,1350.0,975.0,1116.97,38529724.81,33194.61
1816,1489190400,2017-03-11,BTC/USD,1116.97,1198.0,1106.51,1176.55,8528948.13,7346.55
1815,1489276800,2017-03-12,BTC/USD,1176.55,1241.85,1170.9,1226.62,7003314.41,5793.91
1814,1489363200,2017-03-13,BTC/USD,1226.62,1249.02,1215.43,1242.46,6955370.87,5630.79
1813,1489449600,2017-03-14,BTC/USD,1242.46,1260.0,1226.5,1245.86,7156458.55,5745.5
1812,1489536000,2017-03-15,BTC/USD,1245.86,1260.0,1238.32,1257.32,4908117.86,3920.35
1811,1489622400,2017-03-16,BTC/USD,1257.32,1258.96,1130.0,1172.62,18263170.71,15244.87
1810,1489708800,2017-03-17,BTC/USD,1172.62,1173.23,1063.0,1071.02,18710285.4,16703.78
1809,1489795200,2017-03-18,BTC/USD,1071.02,1099.0,944.36,969.4,21545200.42,21291.94
1808,1489881600,2017-03-19,BTC/USD,969.4,1063.7,969.4,1017.97,12327661.82,12196.14
1807,1489968000,2017-03-20,BTC/USD,1017.97,1053.0,1010.01,1035.96,7753027.09,7486.66
1806,1490054400,2017-03-21,BTC/USD,1035.96,1117.9,1034.92,1114.39,12068049.72,11125.5
1805,1490140800,2017-03-22,BTC/USD,1114.39,1114.39,988.0,1037.56,15060114.15,14520.38
1804,1490227200,2017-03-23,BTC/USD,1037.56,1054.4,1010.69,1029.65,6134595.75,5917.0
1803,1490313600,2017-03-24,BTC/USD,1029.65,1032.0,920.0,929.06,15691519.3,16066.46
1802,1490400000,2017-03-25,BTC/USD,929.06,963.36,891.33,956.02,12469415.59,13507.18
1801,1490486400,2017-03-26,BTC/USD,956.02,997.0,937.52,960.0,8735685.94,9005.18
1800,1490572800,2017-03-27,BTC/USD,960.0,1043.0,952.95,1039.92,8753826.09,8687.09
1799,1490659200,2017-03-28,BTC/USD,1039.92,1068.26,1014.9,1043.99,9531808.18,9109.22
1798,1490745600,2017-03-29,BTC/USD,1043.99,1059.43,1008.16,1035.96,9675900.4,9379.72
1797,1490832000,2017-03-30,BTC/USD,1035.96,1050.17,1017.14,1033.7,8918956.47,8644.96
1796,1490918400,2017-03-31,BTC/USD,1033.7,1081.0,1031.43,1070.31,12711331.62,12058.79
1795,1491004800,2017-04-01,BTC/USD,1070.31,1097.0,1061.64,1083.94,5617187.43,5209.01
1794,1491091200,2017-04-02,BTC/USD,1083.94,1100.0,1066.49,1078.01,8269728.69,7635.31
1793,1491177600,2017-04-03,BTC/USD,1078.01,1152.0,1076.19,1144.77,12487637.63,11076.86
1792,1491264000,2017-04-04,BTC/USD,1144.77,1162.93,1118.85,1143.0,8468987.32,7418.36
1791,1491350400,2017-04-05,BTC/USD,1143.0,1145.0,1111.0,1134.58,6291139.39,5581.47
1790,1491436800,2017-04-06,BTC/USD,1134.58,1201.37,1134.36,1190.85,10690571.43,9134.3
1789,1491523200,2017-04-07,BTC/USD,1190.85,1202.0,1176.0,1190.66,6486716.5,5450.27
1788,1491609600,2017-04-08,BTC/USD,1190.66,1197.3,1166.66,1184.03,3224244.36,2720.8
1787,1491696000,2017-04-09,BTC/USD,1184.03,1216.87,1173.98,1206.2,5764917.28,4817.38
1786,1491782400,2017-04-10,BTC/USD,1206.2,1219.71,1195.0,1209.25,4416613.87,3656.82
1785,1491868800,2017-04-11,BTC/USD,1209.25,1229.0,1198.02,1218.99,4229830.76,3487.75
1784,1491955200,2017-04-12,BTC/USD,1218.99,1224.57,1208.0,1212.17,4224875.8,3475.19
1783,1492041600,2017-04-13,BTC/USD,1212.17,1219.45,1141.0,1172.91,8410777.07,7135.29
1782,1492128000,2017-04-14,BTC/USD,1172.91,1193.0,1142.0,1170.34,10475598.06,8982.72
1781,1492214400,2017-04-15,BTC/USD,1170.34,1192.5,1165.0,1173.45,2128067.82,1804.45
1780,1492300800,2017-04-16,BTC/USD,1173.45,1179.3,1150.0,1162.31,3094769.46,2663.99
1779,1492387200,2017-04-17,BTC/USD,1162.31,1192.5,1161.0,1176.54,4210491.81,3568.83
1778,1492473600,2017-04-18,BTC/USD,1176.54,1210.0,1175.95,1202.58,6636764.68,5514.17
1777,1492560000,2017-04-19,BTC/USD,1202.58,1209.99,1190.0,1203.98,7247878.76,6046.52
1776,1492646400,2017-04-20,BTC/USD,1203.98,1243.88,1201.66,1234.19,7299836.83,5970.91
1775,1492732800,2017-04-21,BTC/USD,1234.19,1252.32,1231.65,1243.61,6189234.63,4984.49
1774,1492819200,2017-04-22,BTC/USD,1243.61,1247.15,1199.0,1233.2,5065733.74,4122.37
1773,1492905600,2017-04-23,BTC/USD,1233.2,1248.99,1223.42,1241.99,3219987.14,2604.72
1772,1492992000,2017-04-24,BTC/USD,1241.99,1254.0,1234.0,1253.58,3787704.79,3048.04
1771,1493078400,2017-04-25,BTC/USD,1253.58,1280.0,1251.07,1269.0,6651231.27,5249.77
1770,1493164800,2017-04-26,BTC/USD,1269.0,1330.0,1265.0,1287.99,11237494.55,8685.55
1769,1493251200,2017-04-27,BTC/USD,1287.99,1342.02,1285.0,1331.53,8807415.32,6668.0
1768,1493337600,2017-04-28,BTC/USD,1331.53,1347.02,1299.0,1330.7,10882526.4,8234.28
1767,1493424000,2017-04-29,BTC/USD,1330.7,1342.8,1316.0,1333.0,5226089.45,3927.45
1766,1493510400,2017-04-30,BTC/USD,1333.0,1356.0,1315.68,1350.21,4718587.81,3536.18
1765,1493596800,2017-05-01,BTC/USD,1350.21,1425.0,1341.22,1390.86,11920971.92,8602.88
1764,1493683200,2017-05-02,BTC/USD,1390.86,1481.73,1388.0,1447.75,12835457.62,8920.17
1763,1493769600,2017-05-03,BTC/USD,1447.75,1516.04,1431.02,1503.22,16342395.53,11052.34
1762,1493856000,2017-05-04,BTC/USD,1503.22,1623.01,1444.94,1537.23,29012554.52,18824.97
1761,1493942400,2017-05-05,BTC/USD,1537.23,1609.0,1495.0,1514.9,24254113.78,15601.41
1760,1494028800,2017-05-06,BTC/USD,1514.9,1578.97,1505.0,1558.02,12174477.83,7898.17
1759,1494115200,2017-05-07,BTC/USD,1558.02,1565.0,1525.0,1554.01,11809645.33,7667.79
1758,1494201600,2017-05-08,BTC/USD,1554.01,1653.97,1554.01,1649.54,30605645.62,19232.7
1757,1494288000,2017-05-09,BTC/USD,1649.54,1760.4,1616.05,1720.28,28716399.21,16793.24
1756,1494374400,2017-05-10,BTC/USD,1720.28,1794.21,1682.0,1772.58,19694962.35,11263.87
1755,1494460800,2017-05-11,BTC/USD,1772.58,1892.0,1745.01,1828.45,26996647.4,14739.88
1754,1494547200,2017-05-12,BTC/USD,1828.45,1832.0,1650.0,1691.51,29854369.28,17061.7
1753,1494633600,2017-05-13,BTC/USD,1691.51,1785.82,1601.46,1776.89,17796170.28,10531.58
1752,1494720000,2017-05-14,BTC/USD,1776.89,1815.0,1753.0,1784.0,8585557.39,4816.73
1751,1494806400,2017-05-15,BTC/USD,1784.0,1784.0,1682.56,1705.48,22943567.22,13312.2
1750,1494892800,2017-05-16,BTC/USD,1705.48,1750.0,1641.22,1700.01,28117414.51,16473.76
1749,1494979200,2017-05-17,BTC/USD,1700.01,1840.42,1670.01,1782.99,31587033.39,17790.68
1748,1495065600,2017-05-18,BTC/USD,1782.99,1881.8,1766.33,1878.99,21764514.72,11915.2
1747,1495152000,2017-05-19,BTC/USD,1878.99,1969.99,1874.99,1958.0,27201808.7,14115.85
1746,1495238400,2017-05-20,BTC/USD,1958.0,2021.0,1914.0,2013.99,24244964.0,12308.17
1745,1495324800,2017-05-21,BTC/USD,2013.99,2063.11,1961.52,2017.55,13647083.74,6755.83
1744,1495411200,2017-05-22,BTC/USD,2017.55,2230.34,2008.75,2099.97,32452142.3,15312.07
1743,1495497600,2017-05-23,BTC/USD,2099.97,2275.0,2088.45,2264.23,31139771.52,14138.92
1742,1495584000,2017-05-24,BTC/USD,2264.23,2481.75,2264.23,2420.29,52778575.76,22143.08
1741,1495670400,2017-05-25,BTC/USD,2420.29,2760.1,2221.0,2292.53,82965665.93,32938.03
1740,1495756800,2017-05-26,BTC/USD,2292.53,2599.12,2060.0,2279.82,66000848.39,28125.34
1739,1495843200,2017-05-27,BTC/USD,2279.82,2339.94,1850.0,2042.0,54093115.87,26205.92
1738,1495929600,2017-05-28,BTC/USD,2042.0,2313.96,2041.48,2178.81,33633799.51,15365.53
1737,1496016000,2017-05-29,BTC/USD,2178.81,2350.0,2110.0,2292.1,27345796.01,12115.83
1736,1496102400,2017-05-30,BTC/USD,2292.1,2339.08,2160.0,2203.51,31432708.32,13888.0
1735,1496188800,2017-05-31,BTC/USD,2203.51,2334.0,2154.28,2298.01,36853820.79,16275.49
1734,1496275200,2017-06-01,BTC/USD,2298.01,2456.39,2296.81,2413.63,43968591.95,18392.66
1733,1496361600,2017-06-02,BTC/USD,2413.63,2489.0,2370.03,2488.94,30173071.82,12423.32
1732,1496448000,2017-06-03,BTC/USD,2488.94,2584.34,2445.0,2540.94,27285983.07,10806.98
1731,1496534400,2017-06-04,BTC/USD,2540.94,2569.0,2460.0,2530.27,22259945.52,8827.27
1730,1496620800,2017-06-05,BTC/USD,2530.27,2699.35,2525.28,2698.0,31915607.88,12220.09
1729,1496707200,2017-06-06,BTC/USD,2698.0,2933.0,2689.4,2880.74,75184117.96,26672.53
1728,1496793600,2017-06-07,BTC/USD,2880.74,2893.28,2612.5,2683.03,47189507.3,16961.13
1727,1496880000,2017-06-08,BTC/USD,2683.03,2815.0,2613.13,2806.0,36422409.92,13248.6
1726,1496966400,2017-06-09,BTC/USD,2806.0,2868.23,2780.43,2822.32,22701149.15,8036.31
1725,1497052800,2017-06-10,BTC/USD,2822.32,2912.98,2800.0,2899.99,27422781.42,9589.16
1724,1497139200,2017-06-11,BTC/USD,2899.99,2967.46,2861.53,2954.22,19889398.37,6830.4
1723,1497225600,2017-06-12,BTC/USD,2954.22,2980.0,2480.03,2667.06,85786969.44,31530.49
1722,1497312000,2017-06-13,BTC/USD,2667.06,2783.62,2638.62,2703.02,43568709.95,16035.02
1721,1497398400,2017-06-14,BTC/USD,2703.02,2801.0,2320.0,2450.0,76083640.16,29466.54
1720,1497484800,2017-06-15,BTC/USD,2450.0,2516.2,2120.0,2424.91,84920570.37,36736.98
1719,1497571200,2017-06-16,BTC/USD,2424.91,2540.0,2307.66,2484.68,33826420.1,13800.26
1718,1497657600,2017-06-17,BTC/USD,2484.68,2674.4,2420.53,2630.0,28555923.68,11137.71
1717,1497744000,2017-06-18,BTC/USD,2630.0,2665.0,2460.62,2516.98,24021728.81,9423.46
1716,1497830400,2017-06-19,BTC/USD,2516.98,2598.0,2480.96,2598.0,26993977.69,10563.71
1715,1497916800,2017-06-20,BTC/USD,2598.0,2783.0,2581.0,2740.0,42537518.87,15891.45
1714,1498003200,2017-06-21,BTC/USD,2740.0,2789.0,2611.0,2657.04,42292796.44,15671.82
1713,1498089600,2017-06-22,BTC/USD,2657.04,2740.0,2594.61,2713.48,28950475.51,10790.79
1712,1498176000,2017-06-23,BTC/USD,2713.48,2745.0,2657.46,2685.05,22339917.54,8229.5
1711,1498262400,2017-06-24,BTC/USD,2685.05,2724.96,2512.13,2557.66,34941154.41,13341.43
1710,1498348800,2017-06-25,BTC/USD,2557.66,2635.72,2432.0,2502.03,26249953.89,10339.57
1709,1498435200,2017-06-26,BTC/USD,2502.03,2550.03,2315.01,2421.22,54077563.86,22086.78
1708,1498521600,2017-06-27,BTC/USD,2421.22,2565.0,2291.0,2565.0,45725060.61,19109.29
1707,1498608000,2017-06-28,BTC/USD,2565.0,2593.0,2468.01,2559.9,31054748.58,12254.3
1706,1498694400,2017-06-29,BTC/USD,2559.9,2594.78,2500.31,2541.59,20745883.75,8115.56
1705,1498780800,2017-06-30,BTC/USD,2541.59,2564.58,2451.0,2465.49,21937499.3,8711.29
1704,1498867200,2017-07-01,BTC/USD,2465.49,2517.11,2390.0,2412.41,21694860.67,8863.07
1703,1498953600,2017-07-02,BTC/USD,2412.41,2528.72,2374.34,2504.37,21373737.73,8739.52
1702,1499040000,2017-07-03,BTC/USD,2504.37,2595.0,2472.68,2550.47,29211425.51,11519.81
1701,1499126400,2017-07-04,BTC/USD,2550.47,2639.47,2540.07,2596.12,25084134.62,9653.8
1700,1499212800,2017-07-05,BTC/USD,2596.12,2623.0,2530.1,2602.9,27944609.56,10880.61
1699,1499299200,2017-07-06,BTC/USD,2602.9,2614.0,2522.0,2600.39,21512892.56,8327.49
1698,1499385600,2017-07-07,BTC/USD,2600.39,2605.0,2475.0,2501.46,23866443.45,9428.99
1697,1499472000,2017-07-08,BTC/USD,2501.46,2555.0,2462.0,2550.07,13570951.58,5400.45
1696,1499558400,2017-07-09,BTC/USD,2550.07,2564.65,2500.5,2502.28,11357689.63,4481.28
1695,1499644800,2017-07-10,BTC/USD,2502.28,2527.88,2261.85,2323.45,41625857.69,17285.96
1694,1499731200,2017-07-11,BTC/USD,2323.45,2399.0,2242.62,2305.98,41135309.34,17576.48
1693,1499817600,2017-07-12,BTC/USD,2305.98,2408.84,2239.54,2388.0,30250318.76,12881.06
1692,1499904000,2017-07-13,BTC/USD,2388.0,2425.16,2312.93,2339.99,19953094.82,8427.81
1691,1499990400,2017-07-14,BTC/USD,2339.99,2357.84,2140.0,2213.37,28223890.84,12614.31
1690,1500076800,2017-07-15,BTC/USD,2213.37,2219.99,1967.65,1970.51,40917690.02,19882.2
1689,1500163200,2017-07-16,BTC/USD,1970.51,2044.44,1830.0,1917.63,49004259.73,25559.44
1688,1500249600,2017-07-17,BTC/USD,1917.63,2229.97,1910.57,2226.0,55012387.35,26427.32
1687,1500336000,2017-07-18,BTC/USD,2226.0,2392.0,2164.0,2303.71,57642999.9,25186.71
1686,1500422400,2017-07-19,BTC/USD,2303.71,2402.5,2223.0,2265.21,39243957.64,17007.92
1685,1500508800,2017-07-20,BTC/USD,2265.21,2938.0,2265.21,2875.03,80333454.15,30969.52
1684,1500595200,2017-07-21,BTC/USD,2875.03,2887.45,2611.39,2670.0,56427932.93,20713.79
1683,1500681600,2017-07-22,BTC/USD,2670.0,2882.0,2644.59,2832.71,35783389.64,12811.92
1682,1500768000,2017-07-23,BTC/USD,2832.71,2855.0,2640.0,2749.02,30306854.43,11000.53
1681,1500854400,2017-07-24,BTC/USD,2749.02,2800.0,2701.0,2759.98,27562683.88,10001.91
1680,1500940800,2017-07-25,BTC/USD,2759.98,2775.79,2450.0,2564.82,55118584.1,21325.75
1679,1501027200,2017-07-26,BTC/USD,2564.82,2608.96,2400.0,2524.99,44074589.03,17706.93
1678,1501113600,2017-07-27,BTC/USD,2524.99,2695.0,2509.63,2666.33,30468221.16,11825.41
1677,1501200000,2017-07-28,BTC/USD,2666.33,2825.0,2655.82,2777.01,38653272.36,14061.36
1676,1501286400,2017-07-29,BTC/USD,2777.01,2785.65,2631.78,2680.56,29153822.62,10780.01
1675,1501372800,2017-07-30,BTC/USD,2680.56,2774.45,2569.69,2742.37,25842024.03,9675.59
1674,1501459200,2017-07-31,BTC/USD,2742.37,2889.99,2680.01,2855.81,30771946.97,11112.43
1673,1501545600,2017-08-01,BTC/USD,2855.81,2929.17,2615.0,2731.0,34305116.96,12518.56
1672,1501632000,2017-08-02,BTC/USD,2731.0,2760.0,2650.0,2703.51,25679084.59,9478.55
1671,1501718400,2017-08-03,BTC/USD,2703.51,2807.44,2698.83,2793.37,21938228.66,7963.67
1670,1501804800,2017-08-04,BTC/USD,2793.37,2877.52,2765.91,2855.0,21650042.13,7635.81
1669,1501891200,2017-08-05,BTC/USD,2855.0,3339.66,2848.32,3263.62,53855576.01,16994.2
1668,1501977600,2017-08-06,BTC/USD,3263.62,3296.51,3146.1,3222.75,19412655.97,5998.74
1667,1502064000,2017-08-07,BTC/USD,3222.75,3430.0,3186.0,3387.55,40212285.97,12042.05
1666,1502150400,2017-08-08,BTC/USD,3387.55,3490.0,3300.0,3412.41,54033180.58,15829.04
